timestamp,product,instrument,price,bid,ask,volume
2026-05-26 10:30:00+00:00,M27,M27,9970.0,9970.0,9970.0,288.0
2026-05-26 10:30:00+00:00,H27,H27,9978.0,9978.0,9978.0,357.0
2026-05-26 11:30:00+00:00,M26,M26,10004.5,10004.5,10004.5,1.0
2026-05-26 11:30:00+00:00,M27,M27,9971.5,9971.5,9971.5,399.0
2026-05-26 11:30:00+00:00,H27,H27,9979.0,9979.0,9979.0,385.0
2026-05-26 12:30:00+00:00,M27,M27,9971.5,9971.5,9971.5,264.0
2026-05-26 12:30:00+00:00,H27,H27,9979.0,9979.0,9979.0,174.0
2026-05-26 13:30:00+00:00,H27,H27,9979.0,9979.0,9979.0,1507.0
2026-05-26 13:30:00+00:00,M27,M27,9972.0,9972.0,9972.0,522.0
2026-05-26 13:30:00+00:00,M26,M26,10004.5,10004.5,10004.5,532.0
2026-05-26 14:30:00+00:00,H27,H27,9979.5,9979.5,9979.5,119.0
2026-05-26 14:30:00+00:00,M27,M27,9972.5,9972.5,9972.5,386.0
2026-05-26 14:30:00+00:00,M26,M26,10005.0,10005.0,10005.0,30.0
2026-05-26 15:30:00+00:00,H27,H27,9978.0,9978.0,9978.0,570.0
2026-05-26 15:30:00+00:00,M27,M27,9971.5,9971.5,9971.5,552.0
2026-05-26 15:30:00+00:00,M26,M26,10004.5,10004.5,10004.5,34.0
2026-05-26 16:30:00+00:00,H27,H27,9978.0,9978.0,9978.0,391.0
2026-05-26 16:30:00+00:00,M27,M27,9971.5,9971.5,9971.5,69.0
2026-05-26 16:30:00+00:00,M26,M26,10005.0,10005.0,10005.0,146.0
2026-05-26 17:30:00+00:00,M26,M26,10004.5,10004.5,10004.5,471.0
2026-05-26 17:30:00+00:00,H27,H27,9979.0,9979.0,9979.0,109.0
2026-05-26 17:30:00+00:00,M27,M27,9972.0,9972.0,9972.0,31.0
2026-05-26 18:30:00+00:00,H27,H27,9979.5,9979.5,9979.5,26.0
2026-05-26 18:30:00+00:00,M27,M27,9972.5,9972.5,9972.5,17.0
2026-05-26 18:30:00+00:00,M26,M26,10004.5,10004.5,10004.5,14.0
2026-05-27 08:30:00+00:00,M26,M26,10004.5,10004.5,10004.5,1126.0
2026-05-27 08:30:00+00:00,M27,M27,9975.0,9975.0,9975.0,93.0
2026-05-27 08:30:00+00:00,H27,H27,9981.0,9981.0,9981.0,239.0
2026-05-27 09:30:00+00:00,H27,H27,9981.0,9981.0,9981.0,272.0
2026-05-27 09:30:00+00:00,M26,M26,10004.5,10004.5,10004.5,28.0
2026-05-27 09:30:00+00:00,M27,M27,9975.0,9975.0,9975.0,161.0
2026-05-27 10:30:00+00:00,H27,H27,9981.5,9981.5,9981.5,701.0
2026-05-27 10:30:00+00:00,M26,M26,10004.5,10004.5,10004.5,8.0
2026-05-27 10:30:00+00:00,M27,M27,9975.5,9975.5,9975.5,222.0
2026-05-27 11:30:00+00:00,H27,H27,9981.5,9981.5,9981.5,19.0
2026-05-27 11:30:00+00:00,M26,M26,10004.5,10004.5,10004.5,372.0
2026-05-27 11:30:00+00:00,M27,M27,9975.5,9975.5,9975.5,73.0
2026-05-27 12:30:00+00:00,H27,H27,9981.0,9981.0,9981.0,203.0
2026-05-27 12:30:00+00:00,M27,M27,9975.0,9975.0,9975.0,183.0
2026-05-27 12:30:00+00:00,M26,M26,10005.0,10005.0,10005.0,8.0
2026-05-27 12:30:00+00:00,H26,H26,10004.5,10004.5,10004.5,160.0
